brand,model,year,engine_size,fuel_type,transmission,mileage,doors,owner_count,price,car_age,price_per_km,price_category
hyundai,elantra,2006,2.8,electric,manual,110280,3,3,8494,20,0.07702142708172759,medio
audi,a3,2009,1.2,electric,automatic,111448,5,1,9271,17,0.08318603127888093,alto
mercedes,gla,2013,1.9,petrol,manual,205005,2,2,5799,13,0.028286976966527808,baixo
mercedes,e-class,2004,4.9,petrol,semi-automatic,175273,3,5,6694,22,0.03819163138856876,medio
mercedes,gla,2022,3.8,diesel,manual,191466,3,2,10670,4,0.055727618858602265,alto
ford,focus,2008,1.8,electric,semi-automatic,280713,3,1,4685,18,0.016689584416879812,baixo
honda,civic,2015,2.6,electric,semi-automatic,66777,5,1,11864,11,0.17766330228518373,luxo
kia,optima,2020,3.2,electric,manual,88070,3,5,13538,6,0.15371688751121254,luxo
bmw,3 series,2011,2.9,electric,semi-automatic,281020,3,5,6679,15,0.023766907099469433,medio
chevrolet,impala,2017,1.8,diesel,semi-automatic,22175,2,2,10556,9,0.476010101010101,alto
volkswagen,passat,2003,2.0,electric,manual,287728,3,3,3245,23,0.011277973370775973,baixo
hyundai,sonata,2007,3.6,electric,automatic,102907,3,3,11241,19,0.10923349010766899,luxo
honda,civic,2005,2.4,petrol,automatic,60316,2,5,8293,21,0.1374902597940879,medio
toyota,camry,2008,1.3,petrol,automatic,188097,2,2,5538,18,0.029442099331199695,baixo
ford,fiesta,2004,4.0,diesel,automatic,85348,3,3,9093,22,0.10653903384925424,alto
ford,focus,2015,4.8,electric,automatic,100603,4,2,14887,11,0.14797622360939922,luxo
mercedes,c-class,2007,2.7,hybrid,manual,147310,5,2,6953,19,0.047199462361941745,medio
mercedes,gla,2011,4.0,diesel,manual,140263,4,5,8594,15,0.061270176239092,medio
volkswagen,passat,2005,3.2,electric,semi-automatic,155550,5,4,7689,21,0.04943073332861891,medio
volkswagen,golf,2000,4.0,hybrid,manual,237232,4,5,4355,26,0.01835747977726539,baixo
ford,fiesta,2002,4.0,hybrid,semi-automatic,272351,3,3,4252,24,0.015612148983668195,baixo
kia,optima,2008,4.6,petrol,manual,164879,2,4,7802,18,0.047319262493934984,medio
hyundai,tucson,2018,2.8,petrol,manual,160349,4,3,9093,8,0.056707202993451826,alto
hyundai,elantra,2007,1.5,diesel,manual,30793,5,1,7084,19,0.23004481392479054,medio
bmw,3 series,2019,1.9,electric,automatic,6745,2,1,15065,7,2.233175214942188,luxo
toyota,camry,2007,4.9,hybrid,manual,23217,2,4,11635,19,0.5011198208286675,luxo
kia,sportage,2017,2.7,hybrid,automatic,242456,2,5,9550,9,0.03938842763871532,alto
hyundai,sonata,2017,1.3,hybrid,automatic,152123,5,5,9957,9,0.06545318292971523,alto
honda,cr-v,2022,3.4,diesel,automatic,248894,5,2,10622,4,0.04267663070772816,alto
mercedes,gla,2007,2.3,electric,manual,76458,3,5,8970,19,0.11731777815561281,alto
bmw,x5,2017,3.9,hybrid,semi-automatic,2020,3,2,14059,9,6.956457199406235,luxo
hyundai,sonata,2018,2.0,hybrid,automatic,121567,4,4,11568,8,0.09515662016320084,luxo
volkswagen,golf,2023,3.5,petrol,semi-automatic,139477,2,5,11710,3,0.08395589268558483,luxo
ford,fiesta,2007,4.5,electric,manual,53088,3,2,11638,19,0.21921678690500856,luxo
volkswagen,tiguan,2020,1.7,petrol,automatic,195565,2,5,9388,6,0.048004254318235275,alto
audi,a4,2004,4.8,hybrid,semi-automatic,141850,3,2,8263,22,0.05825126364988615,medio
honda,civic,2020,4.6,petrol,manual,191397,3,4,10872,6,0.05680310139081913,alto
hyundai,tucson,2015,1.6,electric,manual,259533,2,4,7009,11,0.027006095540468684,medio
mercedes,c-class,2015,4.1,petrol,automatic,197249,3,1,10255,11,0.051989860583016474,alto
volkswagen,passat,2007,3.8,electric,manual,272609,4,5,6547,19,0.02401599354389054,baixo
ford,focus,2013,1.1,diesel,manual,294516,4,1,3209,13,0.010895805675054411,baixo
kia,sportage,2001,2.9,diesel,manual,258813,4,5,2123,25,0.008202802012255905,baixo
toyota,corolla,2014,4.1,petrol,automatic,17100,5,5,13558,12,0.7928191333840127,luxo
kia,optima,2017,4.6,diesel,manual,197307,3,1,9853,9,0.04993715409410668,alto
bmw,x5,2007,4.2,petrol,automatic,129851,3,4,9302,19,0.07163540030188215,alto
mercedes,e-class,2011,1.8,diesel,semi-automatic,261247,3,4,3975,15,0.015215427486526212,baixo
audi,q5,2016,2.5,electric,semi-automatic,121855,5,5,10962,10,0.08995863970588236,alto
bmw,3 series,2011,2.6,petrol,manual,107928,4,2,7841,15,0.07264961224508705,medio
volkswagen,passat,2011,4.7,petrol,automatic,203960,5,3,9520,15,0.04667558994121425,alto
bmw,5 series,2009,3.0,electric,manual,17260,5,5,11454,17,0.6635768495452176,luxo
audi,a3,2022,3.8,electric,semi-automatic,275109,2,5,10997,4,0.03997310166842354,alto
toyota,corolla,2016,2.8,hybrid,semi-automatic,203314,3,3,8633,10,0.04246120551853036,medio
toyota,corolla,2014,2.8,hybrid,automatic,190214,5,2,9795,12,0.05149436164340352,alto
ford,explorer,2013,5.0,electric,automatic,188195,5,3,12736,13,0.06767412697400582,luxo
audi,a4,2010,2.0,hybrid,manual,228204,3,4,5535,16,0.024254508008150568,baixo
bmw,5 series,2001,2.3,diesel,semi-automatic,66264,2,1,5374,25,0.0810986191805629,baixo
toyota,camry,2022,4.5,electric,semi-automatic,162696,4,2,13946,4,0.08571762232862315,luxo
chevrolet,malibu,2005,2.2,diesel,manual,191462,2,4,3970,21,0.02073507675112163,baixo
honda,accord,2001,4.0,diesel,manual,8958,5,1,8220,25,0.9175131153030472,medio
hyundai,elantra,2012,2.6,hybrid,manual,11213,5,5,11075,14,0.9876047797396112,alto
honda,accord,2003,3.8,electric,semi-automatic,236022,3,2,6079,23,0.025755964461090658,baixo
chevrolet,equinox,2019,3.9,hybrid,semi-automatic,13333,5,1,14433,7,1.082420878956052,luxo
mercedes,c-class,2023,4.6,electric,semi-automatic,274137,2,3,12117,3,0.04420036623890158,luxo
volkswagen,passat,2010,3.4,diesel,manual,8662,4,3,10326,16,1.1919658316980262,alto
bmw,3 series,2018,2.3,electric,semi-automatic,99243,3,3,11815,8,0.1190500181371166,luxo
ford,fiesta,2013,3.5,hybrid,semi-automatic,167809,2,3,9143,13,0.05448423812645253,alto
honda,cr-v,2018,3.0,hybrid,semi-automatic,180938,4,3,9881,8,0.05460956454937852,alto
mercedes,c-class,2018,4.0,petrol,manual,66347,3,2,12173,8,0.18347199614155665,luxo
honda,civic,2007,1.4,petrol,manual,279031,5,3,2019,19,0.007235729235356518,baixo
chevrolet,equinox,2013,2.8,petrol,manual,63430,4,5,9531,13,0.15025776040106573,alto
bmw,3 series,2014,2.1,petrol,manual,191744,5,1,6565,12,0.034238180917364205,baixo
mercedes,e-class,2023,3.9,hybrid,semi-automatic,58107,3,2,14737,3,0.253613960212019,luxo
bmw,x5,2002,4.5,diesel,manual,86763,2,5,7464,24,0.0860264625881702,medio
volkswagen,golf,2020,3.8,diesel,automatic,257521,3,3,10249,6,0.03979854148383439,alto
toyota,corolla,2013,4.0,diesel,manual,213052,4,4,7738,13,0.03631960122598602,medio
bmw,3 series,2017,1.9,petrol,semi-automatic,117943,2,4,8741,9,0.07411144271857831,medio
volkswagen,tiguan,2008,4.5,electric,semi-automatic,178837,3,4,9423,18,0.05269014415280869,alto
toyota,corolla,2002,3.9,diesel,semi-automatic,281616,2,3,2967,24,0.010535585564791897,baixo
chevrolet,malibu,2013,1.4,diesel,automatic,131485,3,5,8270,13,0.06289643003817896,medio
audi,a4,2013,3.9,electric,manual,21399,5,3,13472,13,0.6295327102803738,luxo
mercedes,c-class,2020,3.7,petrol,semi-automatic,148489,3,5,10830,6,0.07293420432352347,alto
chevrolet,equinox,2017,3.1,electric,manual,189399,5,4,10512,9,0.05550158394931362,alto
volkswagen,tiguan,2008,3.5,petrol,semi-automatic,179107,2,3,6417,18,0.0358275453916073,baixo
volkswagen,passat,2015,4.7,diesel,manual,220366,5,1,8892,11,0.04035086923178153,alto
kia,optima,2020,4.7,petrol,manual,132200,2,1,12156,6,0.09195089295844963,luxo
chevrolet,impala,2009,1.8,diesel,automatic,151249,4,1,7075,17,0.04677685950413223,medio
chevrolet,impala,2009,2.0,petrol,manual,184695,5,1,5106,17,0.027645428163035474,baixo
volkswagen,golf,2001,4.1,petrol,automatic,32602,3,4,9347,25,0.28669140876606447,alto
audi,a3,2013,3.2,electric,manual,253611,2,4,8127,13,0.03204501364288756,medio
toyota,rav4,2020,4.3,hybrid,manual,187223,5,3,11655,6,0.062251634405845406,luxo
mercedes,e-class,2004,3.0,hybrid,manual,232438,3,3,4651,22,0.020009550892922445,baixo
toyota,camry,2019,4.7,petrol,manual,114139,5,4,12217,7,0.10703521990537936,luxo
toyota,rav4,2004,1.3,electric,automatic,79437,4,4,8511,22,0.10714015962133991,medio
honda,accord,2019,2.2,diesel,manual,127801,5,5,9443,7,0.0738877325863445,alto
toyota,camry,2002,1.5,petrol,automatic,23115,2,1,7237,24,0.31307319605468076,medio
kia,optima,2010,3.9,petrol,automatic,26930,3,3,11961,16,0.4441350116965579,luxo
toyota,rav4,2021,2.1,petrol,manual,289967,4,3,6700,5,0.023105997903216907,medio
ford,focus,2001,3.2,petrol,manual,42064,2,3,6758,25,0.16065612742184715,medio
hyundai,sonata,2018,3.5,electric,manual,233614,4,2,10327,8,0.04420520942576461,alto
ford,explorer,2023,4.1,electric,automatic,67072,4,3,17258,3,0.25730174585898946,luxo
bmw,x5,2017,2.5,electric,manual,256380,2,1,8572,9,0.0334346148895589,medio
mercedes,c-class,2010,1.9,petrol,semi-automatic,159546,2,4,5809,16,0.036409333926679915,baixo
mercedes,e-class,2014,3.8,electric,semi-automatic,5877,5,5,13982,12,2.3787002381762505,luxo
hyundai,tucson,2002,4.9,hybrid,automatic,33244,2,2,11435,24,0.3439614979696195,luxo
chevrolet,impala,2013,4.8,petrol,manual,206381,4,4,8672,13,0.04201916833832408,medio
honda,civic,2016,4.0,diesel,automatic,175833,3,5,10883,10,0.061893604194865615,alto
hyundai,tucson,2005,3.6,petrol,semi-automatic,157073,2,1,6058,21,0.03856780880349389,baixo
bmw,3 series,2015,2.9,electric,automatic,131766,2,3,12364,11,0.09383229488415157,luxo
ford,explorer,2001,2.2,petrol,manual,18630,3,5,6227,25,0.33422789973699746,baixo
audi,a4,2015,2.1,diesel,automatic,54522,3,5,11109,11,0.2037488766208756,luxo
mercedes,gla,2013,1.4,electric,semi-automatic,231290,3,3,6774,13,0.029287780328676863,medio
kia,optima,2000,3.7,electric,manual,166776,2,2,6464,26,0.03875834197761082,baixo
audi,a3,2002,4.0,diesel,manual,16302,5,2,8373,24,0.5135864564804024,medio
audi,q5,2015,2.9,hybrid,semi-automatic,252824,3,1,7443,11,0.02943933550875111,medio
kia,sportage,2007,1.2,hybrid,automatic,269614,3,4,4507,19,0.01671642898206702,baixo
kia,sportage,2000,2.8,electric,semi-automatic,264697,2,5,3606,26,0.013623072331487204,baixo
honda,cr-v,2014,4.0,petrol,manual,287926,5,2,6541,12,0.022717563826942247,baixo
audi,a3,2001,1.8,petrol,automatic,43196,5,2,6836,25,0.15825173044424382,medio
toyota,rav4,2001,4.5,diesel,semi-automatic,279971,3,1,3300,25,0.011786892975011787,baixo
hyundai,sonata,2009,1.0,petrol,manual,286745,2,5,2065,17,0.007201495400110202,baixo
mercedes,c-class,2011,2.3,electric,semi-automatic,885,3,2,11682,15,13.18510158013544,luxo
honda,civic,2013,3.5,hybrid,semi-automatic,93273,2,4,10634,13,0.11400819092137145,alto
bmw,x5,2004,3.7,diesel,semi-automatic,110947,3,2,6781,22,0.06111872228431337,medio
honda,cr-v,2018,1.2,petrol,manual,166808,5,2,7363,8,0.044140304180230086,medio
audi,q5,2022,3.8,diesel,automatic,186035,4,3,12279,4,0.06600335418951171,luxo
ford,fiesta,2005,1.0,hybrid,semi-automatic,68819,2,3,6223,21,0.09042429526300494,baixo
chevrolet,impala,2018,3.7,petrol,semi-automatic,157181,5,2,10056,8,0.06397679123563767,alto
mercedes,c-class,2007,3.9,petrol,semi-automatic,97350,3,3,8153,19,0.08374849770418383,medio
volkswagen,passat,2016,3.5,diesel,manual,271497,5,4,6970,10,0.025672380643687983,medio
toyota,rav4,2013,4.3,electric,semi-automatic,225452,4,5,9790,13,0.043423684759129395,alto
kia,optima,2010,3.8,petrol,automatic,51040,5,2,11379,16,0.22293842205285946,luxo
volkswagen,golf,2012,4.2,electric,semi-automatic,7544,2,5,13749,14,1.8222664015904573,luxo
chevrolet,equinox,2009,2.6,hybrid,semi-automatic,264411,3,1,5111,17,0.019329682465243636,baixo
bmw,x5,2012,4.3,petrol,manual,153919,5,2,8921,14,0.05795867983367983,alto
honda,cr-v,2010,1.7,petrol,manual,115344,2,5,6493,16,0.056291993584464,baixo
kia,rio,2009,2.9,diesel,semi-automatic,106781,3,2,7564,17,0.0708359086737465,medio
hyundai,sonata,2011,1.0,petrol,manual,279545,2,3,2809,15,0.010048435677849084,baixo
hyundai,sonata,2020,1.7,petrol,manual,11757,3,1,11564,6,0.9835005953393434,luxo
audi,q5,2014,2.4,petrol,semi-automatic,230787,3,1,6084,12,0.026361855902386606,baixo
hyundai,elantra,2020,3.7,hybrid,automatic,216478,2,1,11970,6,0.055294046997630256,luxo
mercedes,c-class,2003,2.6,diesel,semi-automatic,134567,5,2,4908,23,0.03647226680934546,baixo
mercedes,c-class,2006,4.5,electric,manual,162852,2,3,9142,20,0.05613651575347092,alto
bmw,3 series,2023,3.9,hybrid,semi-automatic,112480,2,2,13650,3,0.12135382864661587,luxo
kia,optima,2017,1.9,electric,automatic,60780,2,1,13384,9,0.22020039156973395,luxo
honda,cr-v,2012,3.2,diesel,automatic,21520,4,4,11969,14,0.556154453789322,luxo
bmw,5 series,2017,2.1,diesel,automatic,199006,3,3,8819,9,0.04431502409462984,medio
chevrolet,equinox,2006,2.0,hybrid,automatic,11585,5,4,10168,20,0.8776109097186259,alto
chevrolet,equinox,2009,2.8,electric,manual,79962,3,2,10000,17,0.12505783925065342,alto
volkswagen,golf,2014,3.9,electric,automatic,95537,4,2,13789,12,0.14433000481483807,luxo
mercedes,gla,2021,4.3,diesel,manual,229873,4,2,10102,5,0.04394581379364348,alto
toyota,rav4,2006,1.3,hybrid,manual,195129,4,5,4297,20,0.022021216624814228,baixo
chevrolet,impala,2011,4.0,hybrid,automatic,136926,5,1,11161,15,0.08151058593265025,luxo
ford,focus,2003,3.2,petrol,semi-automatic,85005,3,1,6499,23,0.07645342681693057,baixo
audi,a4,2017,2.7,electric,automatic,172248,3,2,11955,9,0.06940533762169881,luxo
volkswagen,golf,2017,4.3,petrol,automatic,179528,2,5,11409,9,0.06354962150961684,luxo
hyundai,sonata,2014,2.3,electric,manual,1752,4,2,12564,12,7.1671420422133485,luxo
mercedes,gla,2008,3.2,electric,manual,25557,5,4,11188,18,0.4377494326629627,luxo
bmw,5 series,2007,3.9,hybrid,automatic,211162,5,5,8376,19,0.03966603997859473,medio
audi,a3,2014,4.0,petrol,automatic,182364,5,5,10152,12,0.05566857675540811,alto
hyundai,sonata,2010,1.6,petrol,automatic,112946,2,5,7941,16,0.07030731227921061,medio
ford,focus,2009,2.1,petrol,automatic,122067,4,4,7958,17,0.0651931710194318,medio
toyota,rav4,2008,3.5,electric,semi-automatic,296747,3,1,6065,18,0.020438216938277597,baixo
bmw,5 series,2018,2.8,petrol,semi-automatic,23722,5,5,11825,8,0.4984614087594318,luxo
hyundai,elantra,2000,1.8,petrol,manual,161487,3,5,2670,26,0.01653373625284851,baixo
ford,focus,2009,4.1,petrol,automatic,99562,5,2,10408,17,0.10453682592931109,alto
kia,optima,2018,1.9,electric,manual,107386,5,4,11252,8,0.10477990818255468,luxo
volkswagen,golf,2021,4.0,diesel,automatic,32991,5,3,15240,5,0.4619301648884578,luxo
audi,a3,2017,1.7,diesel,manual,156940,4,2,7761,9,0.04945170478077749,medio
toyota,camry,2007,2.2,diesel,manual,87444,4,4,6651,19,0.07605923723483332,medio
bmw,5 series,2009,1.4,petrol,manual,232049,3,2,3559,17,0.015337211807800044,baixo
ford,focus,2009,1.2,hybrid,automatic,114668,2,4,8206,17,0.07156249727476476,medio
toyota,camry,2017,4.8,electric,semi-automatic,297176,4,2,10056,9,0.03383841952775619,alto
hyundai,sonata,2011,4.1,hybrid,semi-automatic,138965,4,4,9720,15,0.06994516644359051,alto
volkswagen,tiguan,2006,4.4,petrol,automatic,251894,2,4,6762,20,0.026844518549395582,medio
toyota,corolla,2006,2.8,diesel,semi-automatic,174551,4,5,5208,20,0.029836381135707413,baixo
bmw,5 series,2011,3.0,petrol,automatic,260151,5,1,6696,15,0.025738798856053385,medio
chevrolet,malibu,2006,2.8,petrol,manual,253372,2,4,3632,20,0.014334597609058582,baixo
mercedes,gla,2010,1.9,hybrid,manual,99563,3,5,8008,16,0.08043067775501185,medio
ford,fiesta,2014,3.9,electric,automatic,267949,3,2,10341,12,0.03859302108602351,alto
bmw,x5,2010,4.6,diesel,manual,79663,5,5,10106,16,0.12685780277164088,alto
toyota,rav4,2013,3.5,electric,automatic,85640,3,4,13287,13,0.15514765124181176,luxo
mercedes,e-class,2001,4.4,hybrid,automatic,1937,4,4,11261,25,5.81062951496388,luxo
ford,fiesta,2014,3.2,petrol,automatic,253316,3,5,7933,12,0.03131649277387621,medio
mercedes,e-class,2007,3.2,diesel,semi-automatic,203452,2,4,5330,19,0.026197696765346296,baixo
hyundai,elantra,2022,4.2,electric,manual,181600,3,3,13268,4,0.07306127168903255,luxo
bmw,x5,2002,2.9,petrol,manual,296864,4,2,2000,24,0.006737069038114968,baixo
kia,sportage,2014,1.4,hybrid,semi-automatic,262641,4,1,5447,12,0.020739257239893085,baixo
audi,q5,2023,4.7,electric,automatic,222000,3,3,14760,3,0.06648618699915766,luxo
ford,focus,2006,4.6,petrol,automatic,98002,5,4,10039,20,0.10243563972531453,alto
kia,sportage,2000,3.4,hybrid,manual,131933,4,1,5861,26,0.04442372701502266,baixo
bmw,x5,2001,4.6,diesel,manual,287045,4,4,3259,25,0.011353580959149404,baixo
chevrolet,malibu,2008,2.5,petrol,semi-automatic,215987,5,3,4680,18,0.021667870437246512,baixo
honda,cr-v,2009,2.8,diesel,manual,201403,3,5,5571,17,0.027660821036324997,baixo
bmw,3 series,2021,3.9,petrol,manual,263073,4,3,9038,5,0.034355352486372656,alto
audi,a3,2021,4.4,diesel,semi-automatic,91956,2,2,12960,5,0.14093543721522014,luxo
kia,sportage,2021,1.3,hybrid,manual,197902,5,5,8741,5,0.04416810255529224,medio
toyota,rav4,2006,1.0,diesel,automatic,107474,4,5,6250,20,0.058153058850895556,baixo
bmw,5 series,2011,1.1,diesel,automatic,178039,3,1,6439,15,0.03616603010559425,baixo
bmw,5 series,2009,4.0,electric,automatic,84645,2,2,12607,17,0.1489379297308792,luxo
kia,optima,2020,4.1,hybrid,semi-automatic,118504,2,4,12829,6,0.10825703556811948,luxo
honda,accord,2009,2.7,petrol,manual,217224,4,5,5155,17,0.023731154333064795,baixo
toyota,camry,2002,2.6,petrol,automatic,118041,3,4,6439,24,0.054548381084698665,baixo
audi,a4,2020,4.3,diesel,semi-automatic,186962,3,5,10660,6,0.05701662895867097,alto
mercedes,gla,2023,1.3,electric,semi-automatic,78961,5,2,12720,3,0.1610901446265292,luxo
mercedes,gla,2010,1.0,hybrid,manual,296156,5,1,3176,16,0.010724041640076041,baixo
toyota,rav4,2019,2.0,petrol,automatic,232074,3,5,8658,7,0.03730690509533556,medio
ford,explorer,2001,2.3,electric,manual,38542,5,2,7929,25,0.20571828866460837,medio
bmw,x5,2010,2.9,diesel,automatic,295058,5,1,5598,16,0.01897247669110246,baixo
toyota,camry,2013,2.2,hybrid,manual,262285,4,4,5954,13,0.022700411001730935,baixo
ford,explorer,2008,3.9,electric,semi-automatic,225838,5,3,7883,18,0.03490539720774534,medio
chevrolet,equinox,2023,3.0,hybrid,automatic,230795,5,4,11884,3,0.05149136033553441,luxo
chevrolet,malibu,2008,2.5,petrol,manual,94729,5,3,7105,18,0.07500263907948908,medio
mercedes,c-class,2022,3.1,petrol,automatic,282199,2,2,9656,4,0.034216867469879515,alto
audi,a3,2006,2.6,diesel,automatic,282423,5,5,4351,20,0.015405914511514603,baixo
mercedes,c-class,2004,4.0,diesel,manual,191859,3,5,5462,22,0.02846867507557594,baixo
ford,fiesta,2004,2.2,hybrid,automatic,256459,4,5,4870,22,0.0189893160726819,baixo
kia,sportage,2021,2.1,electric,semi-automatic,74107,5,4,13017,5,0.1756490527338479,luxo
volkswagen,golf,2019,3.9,petrol,manual,230974,5,3,9080,7,0.03931161381101851,alto
bmw,5 series,2016,1.7,petrol,manual,56150,3,1,9477,10,0.16877704760378265,alto
mercedes,c-class,2010,4.7,diesel,semi-automatic,256100,3,2,6678,16,0.02607564984127356,medio
volkswagen,golf,2006,2.7,hybrid,automatic,9512,2,1,10909,20,1.146746557342584,alto
audi,a3,2011,4.8,petrol,automatic,80241,2,3,12095,15,0.15073153710027168,luxo
audi,a4,2021,4.7,diesel,semi-automatic,150713,2,4,12085,5,0.08018498613267513,luxo
audi,q5,2018,1.7,electric,semi-automatic,207019,2,3,9059,8,0.04375905709593276,alto
audi,a3,2023,3.2,petrol,semi-automatic,163039,3,3,10939,3,0.06709396467124631,alto
toyota,corolla,2000,2.0,diesel,manual,145101,3,5,3197,26,0.022032776943115878,baixo
ford,focus,2016,1.4,petrol,semi-automatic,278559,5,4,4728,10,0.016973004020677772,baixo
hyundai,elantra,2017,4.2,diesel,automatic,269154,3,2,9516,9,0.035355092790399584,alto
kia,sportage,2010,2.3,petrol,manual,62065,2,2,8158,16,0.1314407243901653,medio
audi,q5,2023,1.9,diesel,manual,52679,5,3,11846,3,0.22486712224753228,luxo
toyota,camry,2014,1.0,petrol,manual,177766,3,2,5744,12,0.03231195891250907,baixo
honda,civic,2007,1.6,electric,manual,158154,3,4,6636,19,0.041958837848945656,baixo
chevrolet,impala,2021,1.3,electric,automatic,52051,5,1,14158,5,0.27199723353569505,luxo
toyota,camry,2023,1.5,diesel,manual,117049,2,5,10159,3,0.08679196924391286,alto
toyota,camry,2000,1.8,electric,automatic,271405,4,4,3971,26,0.014631216701178309,baixo
hyundai,sonata,2010,2.6,hybrid,semi-automatic,260006,3,3,5499,16,0.021149430592253285,baixo
toyota,rav4,2012,1.7,petrol,manual,234785,3,1,4704,14,0.020035266157266616,baixo
kia,optima,2009,1.6,electric,automatic,222076,5,4,7458,17,0.033582946455508675,medio
volkswagen,passat,2002,1.8,petrol,manual,194835,3,3,2603,24,0.013359954012605472,baixo
ford,focus,2013,2.0,diesel,automatic,145970,2,2,8580,13,0.058778798528474833,medio
ford,fiesta,2011,1.4,hybrid,automatic,30785,4,3,10684,15,0.34704086272981227,alto
audi,q5,2015,3.7,diesel,semi-automatic,57196,3,1,11156,11,0.19504519467804254,luxo
kia,sportage,2019,4.0,diesel,semi-automatic,50680,3,4,12786,7,0.2522838933722697,luxo
toyota,rav4,2001,4.7,diesel,semi-automatic,230052,2,3,4498,25,0.019552016274510656,baixo
